Authority,Jpp Order,AuthorityId,Authority Type,Authorised Status,"HH waste not sent for recycling, reuse or composting",Number of households,"HH waste sent for recycling, composting or reuse",Total hh waste collected,Household Waste Sent For Dry Recycling,Household Waste Sent For Composting,Total Household Waste collected,Population of Authority
Wyre Borough Council,53,310,Collection,40,5964.6140000000005,51380,5520.355,11484.969,2579.426,2851.64,11395.68,109745
Wyre Forest District Council,141,276,Collection,40,6556.938695000001,46410,3037.2013039999997,9594.14,2286.726499,750.474805,9594.14,99503
Barnsley MBC,90,40,Unitary,40,13208.040956,108610,14792.915043,28000.956000000002,6691.735793,8101.179249,27997.716,239319
Bath and North East Somerset Council,349,95,Unitary,40,8597.793441,79580,11768.662558,20366.456000000002,6172.728903,5539.7536549999995,20308.976000000002,184874
Bedford,707,520,Unitary,40,11987.125924,71450,8604.929075,20592.055,3723.646911,4864.702163,20575.465,166252
Bexley LB,235,73,Unitary,40,11593.61469,97200,13483.395309,25077.01,7575.395309,5894.0,25023.39,242142
Birmingham City Council,180,255,Unitary,40,78677.11,435470,28771.01,107448.12,15931.63,12800.79,107409.71,1111307
Blackburn with Darwen Borough Council,66,205,Unitary,40,9684.532485,60570,5964.647514,15649.18,3645.953042,2284.304472,15607.27,146846
Blackpool Borough Council,65,153,Unitary,40,11360.735273999999,70990,5213.387725,16574.123,3789.034924,1391.0588,16532.808999999997,139578
Bournemouth Borough Council,370,5,Unitary,40,10600.284905,89300,11211.145094,21811.43,5272.679744,5924.565349,21776.73,194516
Bracknell Forest Borough Council,277,272,Unitary,40,8219.7327,48460,5808.057299,14027.79,2938.563372,2651.113927,13801.87,118982
Bradford City MDC (MBC),94,357,Unitary,40,32634.032356,213790,20853.847643,53487.88,11393.448254,9389.129389,53389.58,531176
Brighton and Hove Council,285,219,Unitary,40,20301.561,128540,7314.111,27615.672000000002,5473.141,1544.4,27314.761000000002,285276
Bristol City Council,350,397,Unitary,40,25588.41,196210,19438.98,45027.39,11348.13,8080.88,45005.92,449328
Bromley LB,259,120,Unitary,40,17785.689733000003,138570,16054.997266,33840.687000000005,8654.902118,7400.095147,33827.287000000004,324857
Calderdale MBC,95,18,Unitary,40,10240.43,94210,11618.36,21858.79,7277.6,4340.76,21852.27,208402
Central Bedfordshire,706,521,Unitary,40,15145.292475,115030,15694.087524,30839.38,6950.475654000001,8711.44187,30807.21,274022
Cheshire East,703,523,Unitary,40,20976.13934,170070,31871.710658999997,52847.85,13185.452573,18309.898085,52449.17,375392
Cheshire West and Chester,704,524,Unitary,40,17691.886050999998,152670,28735.040948,46426.927,12132.949948000001,16382.35,46193.486,333917
City of London,237,175,Unitary,40,701.01,6850,271.03,972.04,232.93,38.1,971.9,8760
Cornwall,708,519,Unitary,40,45030.17,265160,26626.241,71656.411,15784.741000000002,10841.5,71610.291,549404
Council of the Isles of Scilly,348,399,Unitary,40,411.83,1210,131.73,543.56,25.11,18.31,455.25,2324
County Durham,701,526,Unitary,40,34788.014385,240620,26664.225614,61452.24,15684.435666,10675.709947,61144.52,519695
Coventry City Council,179,317,Unitary,40,23050.051259,139030,11961.348740000001,35011.4,5667.285562,6284.693177,34988.01,345385
Croydon LB,258,191,Unitary,40,22452.719017,152880,14231.290981999999,36684.01,7503.540965,6727.750017,36684.01,379031
Darlington Borough Council,5,180,Unitary,40,6719.5500870000005,49780,4421.809912,11141.36,3135.771793,1246.068118,11100.0,105389
Derby City Council,96,77,Unitary,40,17265.047416999998,108570,10947.322581999999,28212.37,7058.179816,3714.412765,28037.64,254251
Doncaster MBC,89,105,Unitary,40,19086.346618,134300,20072.954381,39159.301,8918.526286,11053.482093999999,39035.715,304813
Dorset Waste Partnership,710,541,Unitary,40,21757.014609,198820,33588.94539,55345.96,14839.734553999999,18277.100836,54835.19,420585
Dudley MBC,178,57,Unitary,40,20026.549279,136770,14747.093719999999,34773.643,5798.367877000001,8841.631842,34666.554,316464
East Riding of Yorkshire Council,74,81,Unitary,40,15066.858419999999,153150,32418.853579000002,47485.712,14550.674159,17798.81942,47374.055,336685
Gateshead MBC,25,138,Unitary,40,14373.892871,92970,8775.227128,23149.12,5257.247128,3486.55,23116.38,200996
Greenwich LB,254,92,Unitary,40,17569.247548,111240,10025.732451,27594.98,5469.252450999999,4548.63,27586.05,274803
Halton Borough Council,29,61,Unitary,40,7408.212762,55810,7808.017237,15216.23,5053.0870780000005,2754.930159,15216.23,126528
Hartlepool Borough Council,4,124,Unitary,40,6988.51,43290,4415.63,11404.14,2344.7,2070.93,11404.14,92493
Herefordshire Council,148,348,Unitary,40,11848.70535,83730,9287.361648999999,21136.067000000003,6164.470649,3101.88,21103.596,188099
Isle of Wight Council,306,246,Unitary,40,9534.757797,70330,8887.152202,18421.91,4267.922202000001,4618.87,18421.55,139395
Kingston-upon-Hull City Council,75,326,Unitary,40,14150.250712000001,119000,14568.569287,28718.82,7748.379085,6800.060202,28678.55,258995
Kirklees MBC,92,162,Unitary,40,29123.713166,183610,14317.196833000002,43440.91,8146.54613,6103.055703,43332.925,434321
Leeds City Council MBC,91,231,Unitary,40,48257.230042,346490,35500.910957,83758.141,16380.690956999999,18493.88,83325.707,774060
Leicester City Council,107,311,Unitary,40,19354.899678,133620,13893.100321000002,33248.0,6602.912078,7132.188242,33080.0,342627
Lewisham LB,253,58,Unitary,40,21336.923445,124160,4982.000554,26318.924,3985.720554,944.98,26272.868,297325
Luton Borough Council,181,1,Unitary,40,14087.84,79560,8440.41,22528.25,4859.01,3274.28,22221.13,214710
Medway Borough Council,313,10,Unitary,40,17485.832963999997,113650,15557.127035,33042.96,7804.870095,7733.84694,32997.15,276492
Merton LB,256,302,Unitary,40,12067.176826,83510,7000.183173,19067.36,4843.45772,2156.725452,19067.36,204565
Middlesbrough Borough Council,3,342,Unitary,40,10322.170719,62510,6310.098279999999,16632.269,3260.23628,3044.57,16626.977,139509
Milton Keynes Council,279,22,Unitary,40,15433.394035,108470,18048.545963999997,33481.94,9063.035964,8795.78,33282.65,261762
Newcastle-upon-Tyne City Council MBC,24,211,Unitary,40,18041.802497,128030,14159.367502000001,32201.17,6335.3875020000005,7769.44,32146.63,292883
North East Lincolnshire Council,76,32,Unitary,40,13764.635751,72690,6929.348248,20693.984,2819.288248,4110.06,20688.824,159570
North Lincolnshire Council,77,387,Unitary,40,11115.597583,74680,12724.249415999999,23839.847,5172.262416,7509.1669999999995,23795.841,169820
North Somerset Council,385,59,Unitary,40,11886.45,94630,16855.67,28742.12,8207.95,8441.48,28515.64,209944
North Tyneside Council,23,356,Unitary,40,15373.188350999999,96260,10424.371648,25797.56,4604.547294,5756.884353,25734.63,202494
Northumberland,702,525,Unitary,40,24485.160754,150000,17788.219245,42273.38,8651.481131,8872.238113,41994.5,315263
Nottingham City Council,133,262,Unitary,40,20992.631448,135000,9901.038551,30893.67,4869.508852,5031.529697999999,30891.51,318901
Peterborough City Council,187,145,Unitary,40,13037.89319,82260,9558.036809000001,22595.93,4288.226809000001,4882.77,22204.99,193980
Plymouth City Council,363,217,Unitary,40,17704.904617,118000,9942.905381999999,27647.81,6505.975382,3310.04,27483.44,262712
Poole Borough Council,369,290,Unitary,40,9278.569964,67990,9383.720035,18662.29,5376.515697,3922.3243369999996,18572.41,150577
Portsmouth City Council,293,166,Unitary,40,15129.714666,90020,5399.905333,20529.62,3498.9016579999998,1744.173675,20372.79,211758
Reading Borough Council,275,75,Unitary,40,11194.293784,69540,5952.046215,17146.34,3296.092693,2347.163522,16827.28,161739
Redcar and Cleveland Borough Council,2,322,Unitary,40,8420.086,63340,7586.253000000001,16006.339,3322.2529999999997,4264.0,16006.339,135275
Rotherham MBC,88,254,Unitary,40,16485.406621000002,116000,15157.391378,31642.798,6441.922799,8704.415578,31628.363999999998,260786
Royal Borough of Kingston upon Thames ,257,414,Unitary,40,8603.883,66290,7493.283,16097.166000000001,4271.62,2804.093,15669.51,173525
Rutland County Council,106,328,Unitary,40,2017.76524,16820,3408.474759,5426.24,1429.344759,1959.81,5407.98,38046
Sandwell MBC,177,119,Unitary,40,19192.610518999998,131060,15167.739480000002,34360.35,8254.422586,6849.686893000001,34289.32,319455
Sheffield City Council,87,316,Unitary,40,35148.2,243430,15700.2,50848.4,11379.7,4160.2,50675.9,569737
Shropshire,705,522,Unitary,40,18624.000294,138470,23975.099705,42599.1,10199.429705,13682.67,42490.48,311380
Slough Borough Council,274,143,Unitary,40,9306.399801000001,52520,4129.732198,13436.132,2476.538793,1653.1934039999999,13436.132,145734
Solihull MBC,176,269,Unitary,40,13171.483,90440,11831.803999999998,25003.287,5331.505999999999,6462.78,24965.769,210445
South Gloucestershire Council,392,235,Unitary,40,15712.33,114360,16304.18,32016.51,7507.52,8785.54,31989.71,274661
South Tyneside MBC,22,17,Unitary,40,10834.309198,70950,7652.990801000001,18487.3,4228.990801,3402.6,18463.9,148671
Southampton City Council,292,385,Unitary,40,17423.692522,105070,7361.077477,24784.77,4667.6074770000005,2465.57,24539.3,249537
Southend-on-Sea Borough Council,194,63,Unitary,40,9919.411,79890,10054.999,19974.41,5037.859,5017.14,19974.41,178702
Southwark LB,252,20,Unitary,40,19148.407917,134410,10461.576082,29609.984,7540.7810819999995,2820.1820000000002,29508.006,308901
Stockton-on-Tees Borough Council,1,125,Unitary,40,15239.080853,84990,6469.749146,21708.83,3149.419146,3320.33,21702.36,194803
Stoke-on-Trent City Council,158,265,Unitary,40,17233.295481,114700,11496.924518,28730.22,4967.447,6511.377518,28708.681,251648
Sunderland City Council,21,161,Unitary,40,22235.867767,127180,9666.292232,31902.16,5710.572232,3913.26,31855.15,277150
Sutton LB,255,256,Unitary,40,12310.27,81620,7769.94,20080.21,4990.5,2695.09,19995.86,200145
Swindon Borough Council,393,377,Unitary,40,15280.853000000001,93820,10343.37,25624.222999999998,7056.58,3283.4,25577.873,217160
Telford and Wrekin Council,151,52,Unitary,40,11679.862,73290,11741.096000000001,23420.958,5655.726,6036.69,23367.037999999997,171159
Thurrock Council,193,200,Unitary,40,12318.633272,66150,8059.733727,20378.367,3927.6740000000004,4132.059727000001,20378.367,165184
Torbay Council,360,367,Unitary,40,9182.61,66350,6770.92,15953.53,4201.67,2553.92,15931.48,133373
Tower Hamlets LB,236,93,Unitary,40,13619.6404,122330,5363.109599,18982.75,4909.297599,321.502,18848.34,295236
Wakefield City MDC,93,378,Unitary,40,21296.783844,151620,20281.176155,41577.96,10269.437517,9910.078709000001,41453.27,333759
Walsall MBC,175,336,Unitary,40,16970.378424000002,113930,14297.937575,31268.316000000003,7036.077575,7217.4,31213.856,276095
Warrington Borough Council,26,196,Unitary,40,10312.59919,91770,14832.641809,25145.241,6210.691809,8465.34,24988.631,207695
West Berkshire District Council,276,340,Unitary,40,9197.411622,67100,11602.158377,20799.57,5040.391265,6494.877111,20724.76,156020
Westminster City Council,238,380,Unitary,40,19464.115426,124400,3969.1945729999998,23433.31,3869.2545729999997,0.15,23333.37,242299
Wigan MBC,42,334,Unitary,40,19726.777992,142300,17647.332007,37374.11,9254.195443999999,8348.566563,37314.39,322022
Wiltshire,709,518,Unitary,40,29534.859407,212420,27606.850592000003,57141.71,13530.152661000002,13530.997931,56583.67,486093
Windsor and Maidenhead Borough Council,273,287,Unitary,40,9439.62,63300,8827.29,18266.91,4940.75,3872.14,18248.25,147708
Wokingham Council,272,363,Unitary,40,11642.370169,64780,8009.17983,19651.55,3890.8376020000005,3619.932228,19135.33,160409
Wolverhampton MBC,174,72,Unitary,40,16364.899951,108180,14088.530047999999,30453.43,5969.994070000001,8118.535977,30452.09,254406
York City Council,78,50,Unitary,40,12112.517787,87510,11067.762212,23180.28,5050.745212,5759.835999999999,22918.59,206856
